name,address,city,state,country,postalCode,latitude,longitude,categories,keys,,
New Smyrna Beach Brewing Co,112 Sams Ave,New Smyrna Beach,FL,US,32168,29.0254,-80.9223,Brewers,us/fl/newsmyrnabeach/112samsave/-307308189,,
New South Brewing Co,851 Campbell St,Myrtle Beach,SC,US,29577,33.6973,-78.8871,"Brewers,Wineries",us/sc/myrtlebeach/851campbellst/-1406772525,,
New South Brewing Company,1109 Campbell St.,Myrtle Beach,SC,US,,33.69796753,-78.88964296,Brewery,us/sc/myrtlebeach/1109campbellst/2116001354,,
New Terrain Brewing Co,16401 Table Mountain Pkwy,Golden,CO,US,80403,39.73,-105.21,Brewery,us/co/golden/16401tablemountainpkwy/-1530575765,,
New York Beer Project,6933 S Transit Rd,Lockport,NY,US,14094,43.16,-78.69,Brewery,us/ny/lockport/6933stransitrd/156675098,,
New York Fly Fishing-Brew,54 Glen Ridge Dr,Long Valley,NJ,US,7853,40.7895,-74.8328,Brewers,us/nj/longvalley/54glenridgedr/1394338664,,
Newburgh Brewing Co,88 S Colden St,Newburgh,NY,US,12550,41.5,-74.02,Brewers,us/ny/newburgh/88scoldenst/1113627040,,
Newburgh Brewing Company,88 S Colden St,Newburgh,NY,US,12550,41.5,-74.02,Brewery,us/ny/newburgh/88scoldenst/181702365,,
Newburgh Brewing Company,88 S Colden St,Newburgh,NY,US,12550,41.497341,-74.008076,"Brewers,Brewery",us/townbranch/newburgh/88scoldenst/181702365,,
Newburyport Brewing Co,4 New Pasture Rd,Newburyport,MA,US,1950,42.81,-70.88,Brewers,us/ma/newburyport/4newpasturerd/-821566395,,
Newport Beach Vineyards & Wnry,2128 Mesa Dr,Newport Beach,CA,US,92660,33.63,-117.86,"Wineries,Vineyards,Brewers",us/ca/newportbeach/2128mesadr/-1887514037,,
Newport Storm Brewery,293 Jt Connell Rd,Newport,RI,US,2840,41.514656,-71.31622,"Breweries,Food & Drink",us/ri/newport/293jtconnellrd/-605866814,,
Newton City Brewery LLC,180 Pleasant St,Easthampton,MA,US,1027,42.2747,-72.6595,Brewers,us/ma/easthampton/180pleasantst/-1784699956,,
Newtopia Cyder,10045 Carroll Canyon Rd Ste A,San Diego,CA,US,92131,32.71,-117.16,Brewery,us/ca/sandiego/10045carrollcanyonrdstea/-2033638290,,
Nicholson Ranch,4160 Napa Rd,Sonoma,CA,US,95476,38.258,-122.3923,"Wineries,Vineyards,Brewers",us/ca/sonoma/4160napard/746645167,,
Nicholson Vineyards Winery,2800 Pleasant Valley Rd,Aptos,CA,US,95003,36.97,-121.89,"Wineries,Vineyards,Brewers",us/ca/aptos/2800pleasantvalleyrd/-182843382,,
Nickel & Nickel Single Vineyard Winery,8164 Saint Helena Hwy,Oakville,CA,US,94562,38.42,-122.4,"Wineries,Brewers",us/ca/oakville/8164sainthelenahwy/-50242992,,
Nickel Beer Company,1485 Hollow Glen Rd,Julian,CA,US,,33.076531,-116.590586,"Restaurant,Brewery",us/ca/julian/1485hollowglenrd/141895875,,
Nickel Beer Company,1485 Hollow Glen Rd,Julian,CA,US,,33.076531,-116.590586,"Restaurant,Brewery",us/california/julian/1485hollowglenrd/141895875,,
Nicolet Forest Bottling Co,15175 County Road W,Mountain,WI,US,54149,45.1737,-88.4894,"Wholesale Foods,Breweries",us/wi/mountain/15175countyroadw/-302750092,,
Nico's Pub & Patio,3882 Sullivant Ave,Columbus,OH,US,43228,39.9423,-83.1025,Brewers,us/oh/columbus/3882sullivantave/209743384,,
Niebaum Coppola Estate Winery,1460 Niebaum Ln,Rutherford,CA,US,94573,38.4499,-122.4356,"Wineries,Brewers",us/ca/rutherford/1460niebaumln/467246035,,
Night Lizard Brewing Co,607 State St,Santa Barbara,CA,US,93101,34.41,-119.7,Brewers,us/ca/santabarbara/607statest/377729842,,
Nine Band Brewing Co.,9 Prestige Cir,Allen,TX,US,75002,33.09286109,-96.67301877,Brewery,us/tx/allen/9prestigecir/-1496185895,,
Nine Giant,6095 Montgomery Rd,Cincinnati,OH,US,45213,39.09,-84.51,Brewers,us/oh/cincinnati/6095montgomeryrd/-1108955053,,
Nine Giant Brewing,6095 Montgomery Rd,Cincinnati,OH,US,45213,39.09,-84.51,Brewery,us/oh/cincinnati/6095montgomeryrd/2024208365,,
Ninety-Nine & Five Brewing Co,6700 Olive Dr,Bakersfield,CA,US,93308,35.4124,-119.0413,Brewers,us/ca/bakersfield/6700olivedr/696128805,,
Ninja Moose Brewery,105 W Bird St,Hamilton,MO,US,64644,39.7443,-93.9978,Brewers,us/mo/hamilton/105wbirdst/272602549,,
Ninkasi Brewery,272 Van Buren St,Eugene,OR,US,97402,44.05702,-123.10992,"Food & Drink,Breweries",us/or/eugene/272vanburenst/961888651,,
Ninkasi Brewing Co,272 Van Buren St,Eugene,OR,US,97402,44.0569,-123.1097,"Brewers,Wineries",us/or/eugene/272vanburenst/961892353,,
Ninkasi Brewing Co Lab,1061 W 2nd Ave,Eugene,OR,US,97402,44.0577,-123.1089,Brewers,us/or/eugene/1061w2ndave/-286603796,,
Ninkasi Brewing Tasting Room,272 Van Buren St,Eugene,OR,US,97402,44.05687355,-123.109654,Brewery,us/or/eugene/272vanburenst/-1020675122,,
Nip & Tuck Bar & Package Goods,23 Norwood Ave,Long Branch,NJ,US,07740-5424,40.29914,-74.002879,breweries & brew pubs,us/nj/longbranch/23norwoodave/-1837564827,,
Nissley Vineyards Wine Shop,320 Park City Ctr,Lancaster,PA,US,17601,40.01,-76.16,"Wineries,Brewers",us/pa/lancaster/320parkcityctr/-1203795383,,
Nivol Brewery,483 Richard Jackson Blvd,Panama City Beach,FL,US,32407,30.1865904,-85.8162827,"Attraction,Bars,Clubs and Nightlife,Brewery",us/fl/panamacitybeach/483richardjacksonblvd/521773298,,
Nj Beer Co,4201 Tonnelle Ave,North Bergen,NJ,US,7047,40.7692,-74.0445,Brewers,us/nj/northbergen/4201tonnelleave/-1044847636,,
No Boat Brewing,35214 SE Center St,Snoqualmie,WA,US,98065,47.53,-121.8,"Brewery,Brewers",us/wa/snoqualmie/35214secenterst/102791679,,
No Clue Craft Brewery,9037 Arrow Rte #170,Rancho Cucamonga,CA,US,91730,34.14,-117.61,Brewery,us/ca/ranchocucamonga/9037arrowrte170/-310654460,,
No Name Saloon The,6995 66th St N,Pinellas Park,FL,US,Pinellas ParkFL,27.85,-82.7,breweries & brew pubs,us/fl/pinellaspark/699566thstn/-1001192907,,
No Worries Brewing,2520 State St,Hamden,CT,US,6517,41.37,-72.9,Brewery,us/ct/hamden/2520statest/1784980994,,
Noble Ale Works,1621 S Sinclair St,Orange,CA,US,92868,33.8085,-117.8826,Brewers,us/ca/orange/1621ssinclairst/-1066859486,,
Noble Ale Works,1621 South Sinclair Street,Anaheim,CA,US,92806,33.808482,-117.882828,"Attraction,Bars,Clubs and Nightlife,Brewery",us/ca/anaheim/1621southsinclairstreet/-1066859486,,
Noble Ale Works,1621 S Sinclair St,Anaheim,CA,US,92806,33.80848,-117.88302,"Brewery,Restaurant",us/ca/anaheim/1621ssinclairst/-1066859486,,
Noble Cider,363 New Leicester Hwy,Asheville,NC,US,28806,35.6035,-82.6248,Brewers,us/nc/asheville/363newleicesterhwy/143439409,,
Noble Order Brewing,98 S Main St,Zionsville,IN,US,46077,39.9507,-86.2619,Brewers,us/in/zionsville/98smainst/449070476,,
Noble Order Tap Room,98 S Main St,Zionsville,IN,US,46077,39.95,-86.27,Brewery,us/in/zionsville/98smainst/-1232412438,,
Noble Rey Brewing Company,2636 Farrington St,Dallas,TX,US,75207,32.79,-96.76,Brewery,us/tx/dallas/2636farringtonst/2088735305,,
Noble Rey Brewing Company,2636 Farrington,Dallas,TX,US,75207,32.803123,-96.84127,"Food & Drink,Breweries",us/tx/dallas/2636farrington/2088735305,,
Noble Roots Brewing Company,2790 University Ave,Green Bay,WI,US,54311,44.52,-87.98,Brewery,us/wi/greenbay/2790universityave/-576891724,,
Noble Savage Brewing Co LLC,134 8th Ave,Sea Cliff,NY,US,11579,40.84,-73.64,Brewers,us/ny/seacliff/1348thave/-1149629969,,
Noble Shepherd Craft Brewery,7853 State Rte 20a,Bloomfield,NY,US,14469,42.9022,-77.4694,Brewers,us/ny/bloomfield/7853staterte20a/2145062195,,
Noble Winery,8630 Hardscrabble Rd,Westfield,NY,US,14787,42.2908,-79.6199,"Wineries,Brewers",us/ny/westfield/8630hardscrabblerd/724535434,,
NOBO Brewing Company,2901 Commerce Park Dr,Boynton Beach,FL,US,33426,26.52,-80.08,Brewery,us/fl/boyntonbeach/2901commerceparkdr/-1732429269,,
NOBO Brewing Company,2901 Commerce Park Dr,Boynton Beach,FL,US,33426,26.52,-80.08,Brewery,us/fl/boyntonbeach/2901commerceparkdr/-1732429269,,
Noctua Brewery Athens,Pireos 124,Hicksville,NY,US,11854,37.97532,23.709995,"Breweries,Food & Drink",us/ny/hicksville/pireos124/509932705,,
Noda Brewing Co,2229 N Davidson St,Charlotte,NC,US,28205,35.2403,-80.8148,Brewers,us/nc/charlotte/2229ndavidsonst/899437538,,
Noda Brewing Company,2921 N Tryon St,Charlotte,NC,US,28206,35.2509,-80.8128,"Brewers,Restaurant",us/nc/charlotte/2921ntryonst/1910580827,,
NoDa Brewing Company North End,2921 N Tryon St,Charlotte,NC,US,,35.19,-80.83,Brewery,us/nc/charlotte/2921ntryonst/962560273,,
Nodding Head Brewery,1516 Sansom,Philadelphia,PA,US,,39.9504,-75.16654,"Breweries,Food & Drink",us/pa/philadelphia/1516sansom/-2013494679,,
Nodland Cellars Llc,11616 E Montgomery Dr 70,Spokane,WA,US,99206,47.6771,-117.2488,"Wineries,Brewers",us/wa/spokane/11616emontgomerydr70/1253337810,,
Nola Brewery Bus LLC,3707 Camp St,New Orleans,LA,US,70115,29.9225,-90.0935,Brewers,us/la/neworleans/3707campst/-234791796,,
NOLA Brewing,3001 Tchoupitoulas St,New Orleans,LA,US,70115,29.91998,-90.08136,"brewery,beer garden",us/la/neworleans/3001tchoupitoulasst/-675296278,,
Nomi Sake,76 S Washington St B10,Seattle,WA,US,98104,47.6,-122.32,Brewers,us/wa/seattle/76swashingtonstb10/1385339077,,
Noon Whistle Brewing,800 E Roosevelt Rd 3,Lombard,IL,US,60148,41.8603,-88.0134,Brewers,us/il/lombard/800erooseveltrd3/188263278,,
Noon Whistle Brewing,800 E Roosevelt Rd,Lombard,IL,US,60148,41.87,-88.01,Brewery,us/il/lombard/800erooseveltrd/188263278,,
Nor Cal Brewing Solutions,1768 Churn Creek Rd,Redding,CA,US,96002,40.581349,-122.354359,Brewer Equipment Supplies & Services,us/ca/redding/1768churncreekrd/-15886377,,
Norm Brew LLC,82 Jordan Hls,Chapel Hill,NC,US,27517,35.8069,-79.042,Brewers,us/nc/chapelhill/82jordanhls/1531688638,,
Normandy Tavern The,13999 Lorain Ave,Cleveland,OH,US,44111-3431,41.455452,-81.788935,breweries & brew pubs,us/oh/cleveland/13999lorainave/-1800479013,,
North American Breweries,431 Pine St Ste 118,Burlington,VT,US,5401,44.4677,-73.2154,Brewers,us/vt/burlington/431pinestste118/-35013437,,
North Brewing,1000 Town Ctr,Tacoma,WA,US,98422,47.28,-122.38,Brewers,us/wa/tacoma/1000townctr/287412987,,
North by Northwest Restaurant & Brewery,5701 W Slaughter Ln,Austin,TX,US,78749,30.200047,-97.868,"Restaurant,American,Pubs,Brewery",us/tx/austin/5701wslaughterln/1281302197,,
North Center Brewery,410 N Center St,Northville,MI,US,48167,42.4268,-83.4829,Brewers,us/mi/northville/410ncenterst/399961680,,
North Coast Brewing Co,444 N Main St,Fort Bragg,CA,US,95437,39.446358,-123.80553,Brewers,us/inglenook/fortbragg/444nmainst/-2037085745,,
North Coast Brewing Co INC,123 E Pine St,Fort Bragg,CA,US,95437,39.4468,-123.8053,Brewers,us/ca/fortbragg/123epinest/-2037085745,,
North Country Brewing Prdctn,111 Arrowhead Dr,Slippery Rock,PA,US,16057,41.07,-80.06,Brewers,us/pa/slipperyrock/111arrowheaddr/-223487862,,
North High Brewing,1288 N High St,Columbus,OH,US,43201,39.9887,-83.0054,"Brewers,Restaurant",us/oh/columbus/1288nhighst/1033590169,,
North High Brewing Company,1288 N High St,Columbus,OH,US,43201,39.98874005,-83.00562949,"brewery,beer garden",us/oh/columbus/1288nhighst/1613109444,,
North Mountain Brewing,522 E Dunlap Ave,Phoenix,AZ,US,85020,33.45,-112.06,Brewery,us/az/phoenix/522edunlapave/1914922190,,
North Mountain Brewing of Office,519 E Eva St,Phoenix,AZ,US,85020,33.568543,-112.066364,Breweries,us/az/phoenix/519eevast/-1960442335,,
North Park Beer Company,3038 University Ave,San Diego,CA,US,92104,32.71,-117.16,Brewery,us/ca/sandiego/3038universityave/447734910,,
North Pier Brewing Co,670 N Shore Dr,Benton Harbor,MI,US,49022,42.11,-86.44,Brewers,us/mi/bentonharbor/670nshoredr/-888943019,,
North Rim Brewing,20650 High Desert Ln 7,Bend,OR,US,97701,44.07,-121.25,Brewers,us/or/bend/20650highdesertln7/-1756715889,,
North River Hops and Brewing,1571 Route 9,Wappingers Falls,NY,US,12590,41.59,-73.91,Brewery,us/ny/wappingersfalls/1571route9/807904399,,
North River Hops and Brewing,1571 Route 9,Wappingers Falls,NY,US,12590,41.59,-73.91,Brewery,us/wappinger/wappingersfalls/1571route9/807904399,,
North Shore Brewing Supply,1480 Old Deerfield Rd,Highland Park,IL,US,60035,42.18,-87.8,Brewery,us/il/highlandpark/1480olddeerfieldrd/-487632121,,
North Slope Brewing Company,33 Tunkhannock Hwy,Dallas,PA,US,18612,41.33,-75.96,Brewers,us/pa/dallas/33tunkhannockhwy/1901306403,,
North Sound Brewing Co,17406 State Route 536,Mount Vernon,WA,US,98273,48.4317,-122.3702,Brewers,us/wa/mountvernon/17406stateroute536/-1274888906,,
North Sound Brewing Co.,17406 Washington 536,Mount Vernon,WA,US,98273,48.43158603,-122.3701577,Brewery,us/wa/mountvernon/17406washington536/-1274888906,,
Northampton Brewery,13 Old South St 2B,Northampton,MA,US,1060,42.32,-72.67,Brewers,us/ma/northampton/13oldsouthst2b/-850455466,,
Northbound Smokehouse and Brewpub,2716 East 38th Street,Minneapolis,MN,US,55406,44.96,-93.26,"Brewery,American Restaurant",us/mn/minneapolis/2716east38thstreet/1308164113,,
Northern Brewer,2251 Highway 36 W,Saint Paul,MN,US,55113,45.0104,-93.1942,Brewers,us/mn/saintpaul/2251highway36w/-996973973,,
Northern Oak Brewery,806 N Saginaw St,Holly,MI,US,48442,42.8002,-83.6274,"Brewers,Restaurant",us/mi/holly/806nsaginawst/1798911341,,
Northern United Brew,2319 Bishop Cir E,Dexter,MI,US,48130,42.33,-83.87,Brewers,us/mi/dexter/2319bishopcire/2123553761,,
Northern United Liquid Libations (NULL) Taphouse,2319 Bishop Cir E,Dexter,MI,US,48130,42.33,-83.87,"brewery,beer garden",us/mi/dexter/2319bishopcire/212388044,,
Northernmost Paradise Homebrewery,305 Edmonds Ave,Drexel Hill,PA,US,19026,39.94,-75.3,Brewery,us/drexelbrook/drexelhill/305edmondsave/-776545419,,
Northgate Brewing,3134 California St NE 122,Minneapolis,MN,US,55418,45.0255,-93.2705,Brewers,us/mn/minneapolis/3134californiastne122/1447114320,,
Northgate Brewing,783 Harding St,Minneapolis,MN,US,,44.99834,-93.22115,"Food & Drink,Breweries",us/mn/minneapolis/783hardingst/1447114320,,
Northlake Supply Co,1350 Manufacturing St,Dallas,TX,US,75207,32.797424,-96.829712,Brewer Equipment Supplies & Services,us/tx/dallas/1350manufacturingst/217192963,,
Northport Brewing,112 W Nagonaba St,Northport,MI,US,49670,45.129739,-85.617954,Brewers,us/northportpoint/northport/112wnagonabast/-604474918,,
Northside Beverage Llc,1754 N Friendee Pkwy,Arab,AL,US,35016,34.3182,-86.4958,"Breweries,Wholesale Foods",us/al/arab/1754nfriendeepkwy/-1658881957,,
Northside Brew & Que,8324 Statesville Rd,Charlotte,NC,US,28269,35.3353,-80.8426,"Brewers,Wineries",us/nc/charlotte/8324statesvillerd/-1359065309,,
Northwest Beer Stand,Admiral Sheehy Doctor Dubuque Ia,Dubuque,IA,US,52001,42.5,-90.69,Brewery,us/eaglepoint/dubuque/admiralsheehydoctordubuqueia/1053091826,,
Northwest Brewing Company,1091 Valentine Ave S E,Pacific,WA,US,98047,47.25,-122.24,Brewery,us/wa/pacific/1091valentineavese/1797931537,,
Northwest Services LLC,492 River Rd,Nutley,NJ,US,7110,40.8214,-74.1352,Brewers,us/nj/nutley/492riverrd/1219460242,,
Notch Brewery & Tap Room,283 Derby St Ste Rear,Salem,MA,US,1970,42.51,-70.9,Brewery,us/ma/salem/283derbyststerear/-172293364,,
Notley Brewing,8020 S Rainbow Blvd 100-465,Las Vegas,NV,US,89139,36.043,-115.2419,Brewers,us/nv/lasvegas/8020srainbowblvd100465/-103787373,,
Novel Brewing Co.,6510 San Pablo Ave,Emeryville,CA,US,94608,37.8489,-122.2859,"Brewery,Brewers",us/ca/emeryville/6510sanpabloave/-775321116,,
NOVO Brazil Brewing Co,901 Lane Ave 100,Chula Vista,CA,US,91914,32.652,-116.9613,Brewers,us/ca/chulavista/901laneave100/234378426,,
Novo Brazil Brewing Co.,901 Lane Avenue,Chula Vista,CA,US,,32.651977,-116.961404,"Attraction,Bars,Clubs and Nightlife,Brewery",us/california/chulavista/901laneavenue/234378426,,
Novo Brazil Brewing Co.,901 Lane Avenue,Chula Vista,CA,US,,32.651977,-116.961404,"Attraction,Bars,Clubs and Nightlife,Brewery",us/ca/chulavista/901laneavenue/234378426,,
Novotel Café,Rue de Dublin,Visalia,CA,US,93290,36.29,-119.38,Brewery,us/ca/visalia/ruededublin/-561175929,,
Null,2319 Bishop Cir E,Dexter,MI,US,48130,42.323708,-83.87836,"Breweries,Food & Drink",us/fourmilelk/dexter/2319bishopcire/3392903,,
Number 7 Brewing Co,302 SW Maple St,Ankeny,IA,US,50023,41.71,-93.62,Brewers,us/ia/ankeny/302swmaplest/379863506,,
NW Peaks Brewery,5718 Rainier Ave S,Seattle,WA,US,98118,47.5511,-122.2775,Brewers,us/wa/seattle/5718rainieraves/1127153535,,
Nw Peaks Brewery,4912 17th Ave N W,Seattle,WA,US,98107,47.61,-122.33,Brewery,us/wa/seattle/491217thavenw/1127153535,,
NW Peaks Brewery,4818 17th Ave NW,Seattle,WA,US,98107,47.66423,-122.37855,"Brewery,Restaurant",us/wa/seattle/481817thavenw/1127153535,,
NW Peaks Brewery,4818 17th Avenue North West,Seattle,WA,US,98107,47.66423,-122.37855,"Restaurant,Pubs,Brewery",us/wa/seattle/481817thavenuenorthwest/1127153535,,
Nysa Vineyard,18655 NE Trunk Rd,Dundee,OR,US,97115,45.2658,-123.0488,"Wineries,Brewers",us/or/dundee/18655netrunkrd/-284213699,,
O Barril,"Rua do Franco, 34",Indiana,PA,US,15705,40.62,-79.15,Brewery,us/pa/indiana/ruafranco34/-1667559087,,
O H S O Brewery-paradise Vly,10810 N Tatum Blvd,Phoenix,AZ,US,85028,33.583983,-111.978156,Breweries,us/az/phoenix/10810ntatumblvd/198839031,,
O Jardim,Sc 406,Florianpolis,SC,US,,-27.659888,-48.493223,Brewery,us/sc/florianpolis/sc406/-1438539332,,
O S Winery LLC,1501 S 92nd Pl Ste B,Seattle,WA,US,98108,47.5207,-122.3132,"Wineries,Vineyards,Brewers",us/wa/seattle/1501s92ndplsteb/-1625623820,,
O.H.S.O. Eatery & nanoBrewery,4900 E. Indian School Road,Phoenix,AZ,US,,33.49501,-111.97587,"Restaurant,American,Brewery",us/arizona/phoenix/4900eindianschoolroad/2046281485,,
O.H.S.O. Eatery & nanoBrewery,4900 E. Indian School Road,Phoenix,AZ,US,,33.49501,-111.97587,"Restaurant,American,Brewery",us/az/phoenix/4900eindianschoolroad/2046281485,,
Oak & Dagger Public House,18 Seaboard Avenue Ste 150,Raleigh,NC,US,27604,35.82,-78.65,"Pub,Brewery",us/nc/raleigh/18seaboardavenueste150/-826176300,,
Oak Brew Pub LLC,630 E Lake Dr E,Decatur,GA,US,30030,33.7598,-84.305,Brewers,us/ga/decatur/630elakedre/-1923738686,,
Oak Creek Brewery,2050 Yavapai Dr,Sedona,AZ,US,86336,34.866337,-111.796135,"Breweries,Food & Drink",us/az/sedona/2050yavapaidr/-687605753,,
Oak Creek Brewing,2000-2198 Yavapai Dr,Sedona,AZ,US,86336,34.86625004,-111.7961454,Brewery,us/az/sedona/20002198yavapaidr/-687602051,,
Oak Highlands Brewery,10484 Brockwood Rd,Dallas,TX,US,,32.79,-96.76,Brewery,us/tx/dallas/10484brockwoodrd/-514129475,,
Oak Highlands Brewery,10484 Brockwood Rd,Keller,TX,US,76248,32.89003,-96.704666,"Breweries,Food & Drink",us/tx/keller/10484brockwoodrd/-514129475,,
Oak Hills Brewing Company,12221 Poplar St,Hesperia,CA,US,92344,34.41,-117.27,Brewery,us/ca/hesperia/12221poplarst/2127809078,,
Oak Hills Winery,7070 S 4240 Rd,Chelsea,OK,US,74016,36.5093,-95.4581,"Wineries,Vineyards,Brewers",us/ok/chelsea/7070s4240rd/695092841,,
Oak Knoll Winery,29700 S W Burkhalter Rd,Hillsboro,OR,US,97123,45.461873,-122.983633,"Wineries,Vineyards,Brewers",us/scholls/hillsboro/29700swburkhalterrd/-133348733,,
Oak Pond Brewing Company,101 Oak Pond Rd,Skowhegan,ME,US,4976,44.75942,-69.592766,"Food & Drink,Breweries",us/me/skowhegan/101oakpondrd/153443499,,
Oakland Brewing Co,1010 22nd Ave,Oakland,CA,US,94606,37.782,-122.2404,Brewers,us/ca/oakland/101022ndave/942578908,,
Oakland United Beerworks,95 Linden St Ste 7,Oakland,CA,US,94607,37.77,-122.21,"brewery,beer garden",us/ca/oakland/95lindenstste7/-275174197,,
Oasis Texas Brewing Co,6550 Comanche Trl,Austin,TX,US,78732,30.4059,-97.874,Brewers,us/tx/austin/6550comanchetrl/905870386,,
Oasis Texas Brewing Company,6550 Comanche Trl,Austin,TX,US,78732,30.26,-97.74,Brewery,us/tx/austin/6550comanchetrl/1151337483,,
O'berg's Bar,348 Liguori Rd,Edgerton,WI,US,53534-9331,42.867203,-89.023317,breweries & brew pubs,us/wi/edgerton/348liguorird/-1256301081,,
Oblivion Brewing Co.,1005 N W Galveston Ave,Bend,OR,US,97703,44.07,-121.25,Brewery,us/or/bend/1005nwgalvestonave/-57203970,,
Obolon Brewery,Bohatyrska vul. 3,Machiasport,ME,US,4655,50.51248,30.48241,"Breweries,Food & Drink",us/me/machiasport/bohatyrskavul3/-271199877,,
Obolon Brewery,3 Bohatyrska St,Machiasport,ME,US,4655,50.51248,30.48241,"Breweries,Food & Drink",us/me/machiasport/3bohatyrskast/-271199877,,
Occidental Brewery,6635 N Baltimore Ave,Portland,OR,US,97203,45.58872,-122.76089,"Breweries,Food & Drink",us/or/portland/6635nbaltimoreave/-2112766594,,
Occidental Brewing Co,6635 N Baltimore Ave,Portland,OR,US,97203,45.59,-122.7618,Brewers,us/or/portland/6635nbaltimoreave/-2112762892,,
Ocean Brew,707 10th Ave 607,San Diego,CA,US,92101,32.71,-117.16,Brewers,us/ca/sandiego/70710thave607/5787392,,
Ocean City Brewing Co,11706 Reisterstown Rd,Reisterstown,MD,US,21136,39.45,-76.81,Brewers,us/md/reisterstown/11706reisterstownrd/1879539735,,
Ocean Sun Brewing,3030 Curry Ford Rd,Orlando,FL,US,,28.5,-81.37,Brewery,us/fl/orlando/3030curryfordrd/2024145746,,
Oceanside Ale Works,1800 Ord Way,San Diego,CA,US,,33.210709,-117.274306,"Attraction,Bars,Clubs and Nightlife,Brewery",us/california/sandiego/1800ordway/-1932569475,,
Oceanside Ale Works,1800 Ord Way,San Diego,CA,US,,33.210709,-117.274306,"Attraction,Bars,Clubs and Nightlife,Brewery",us/ca/sandiego/1800ordway/-1932569475,,
Oceanside Brewing Co,314 Via Del Norte,Oceanside,CA,US,92058,33.18,-117.29,Brewers,us/ca/oceanside/314viadelnorte/1551121067,,
Ocelot Brewing Co,23600 Overland Dr,Sterling,VA,US,20166,38.9602,-77.5032,Brewers,us/va/sterling/23600overlanddr/-1780508928,,
Ochoco Brewing Company,234 N Main St,Prineville,OR,US,97754,44.1,-120.66,Brewery,us/or/prineville/234nmainst/-688681948,,
O'Connell's Irish Pub,7207 Fegenbush Ln,Louisville,KY,US,40228,38.1455,-85.6264,Brewers,us/ky/louisville/7207fegenbushln/464255537,,
Odd 13 Brewing,301 Simpson St,Lafayette,CO,US,80026,39.99,-105.09,Brewery,us/co/lafayette/301simpsonst/125043439,,
Odd Man Rush Brewing,10930 Mausel Saint A 1,Eagle River,AK,US,,61.21,-149.25,Brewery,us/ak/eagleriver/10930mauselsaint1/-741126627,,
Odd Otter Brewing Company,716 Pacific Avenue,Tacoma,WA,US,98402,47.25,-122.44,Brewery,us/wa/tacoma/716pacificavenue/1637197418,,
Odd Side Ales,41 Washington Ave #160,Grand Haven,MI,US,49417,43.05,-86.22,Brewery,us/mi/grandhaven/41washingtonave160/-208920033,,
Odd13 Brewing Inc,505 Stacy Ct,Lafayette,CO,US,80026,39.9853,-105.0964,Brewers,us/co/lafayette/505stacyct/125043439,,
OddStory Brewing,336 E Ml King Blvd,Chattanooga,TN,US,37403,35.06,-85.25,Brewery,us/tn/chattanooga/336emlkingblvd/1553232826,,
Ode Brewing Co.,3233 N Mesa St,El Paso,TX,US,79902,31.84,-106.43,Brewery,us/tx/elpaso/3233nmesast/-623101840,,
Ode Brewing Co.,3233 N Mesa St Ste 301,El Paso,TX,US,79902,31.84,-106.43,Brewery,us/tx/elpaso/3233nmesastste301/-623101840,,
O'Dempsey's Brewing Co,PO Box 28347,Atlanta,GA,US,30358,33.9217,-84.3772,Brewers,us/ga/atlanta/pobox28347/-90240895,,
Odin Brewing Co,402 Baker Blvd,Seattle,WA,US,98188,47.4586,-122.2521,"Brewers,Brewery",us/wa/seattle/402bakerblvd/1998494886,,
Odin Brewing Co.,402 Baker Blvd,Seattle,WA,US,98188,47.61,-122.33,Brewery,us/duwamish/seattle/402bakerblvd/1998494886,,
Odyssey Beerwerks Brewery and Tap Room,5535 W 56th Ave Ste 107,Arvada,CO,US,80002,39.82,-105.1,Brewery,us/co/arvada/5535w56thaveste107/2072899032,,
Odyssey Beerwerks Brewery and Tap Room,5535 W 56th Ave,Arvada,CO,US,80002,39.80059504,-105.0587524,Brewery,us/wheatridge/arvada/5535w56thave/2072899032,,
OEC Brewing,7 Fox Hollow Rd,Oxford,CT,US,6478,41.47291829,-73.12109256,"Brewers,Brewery",us/ct/oxford/7foxhollowrd/-1621209677,,
O'fallon Brewery,26 W Industrial Dr,O Fallon,MO,US,63366,38.805808,-90.753247,"Brewers,Wineries",us/dardenneprairie/ofallon/26windustrialdr/-1241168575,,
Off Color Brewing,3925 W Dickens Ave,Chicago,IL,US,60647,41.85,-87.65,"Brewery,Brewers",us/il/chicago/3925wdickensave/686974412,,
Off Square Brewery,11000 Delaware Pkwy,Crown Point,IN,US,46307,41.42,-87.35,Brewers,us/in/crownpoint/11000delawarepkwy/-882145186,,
Off The Grid Brewing Co,13615 John Glenn Rd A,Apple Valley,CA,US,92308,34.4989,-117.183,Brewers,us/ca/applevalley/13615johnglennrda/626547915,,
Off The Grid Brewing Company,13615 John Glenn Rd,Apple Valley,CA,US,92308,34.498962,-117.182785,"Restaurant,Brewery",us/ca/applevalley/13615johnglennrd/738063698,,
Offbeat Brewing Co,1223 Pacific Oaks Pl,Escondido,CA,US,92029,33.09,-116.94,Brewery,us/ca/escondido/1223pacificoakspl/-1323993509,,
Offbeat Brewing Company,1223 Pacific Oaks Pl,Escondido,CA,US,92029,33.10856433,-117.116704,Brewery,us/ca/escondido/1223pacificoakspl/-844367422,,
